word,neg_docs_with_word,pos_docs_with_word,neg_docs_without_word,pos_docs_without_word,neg_rate,pos_rate,doc_freq_total,odds_ratio_neg_vs_pos,log2_odds_neg_vs_pos,chi_square_df1,p_value,n_negative_docs,n_positive_docs,favours,p_value_fdr_bh,significant_5pct
true,2,21,588,459,0.003389830508474576,0.04375,23,0.0907905396060145,-3.4613142135641453,20.497857601358128,5.969803330381319e-06,590,480,positive,3.3659529415979776e-05,True
especially,2,21,588,459,0.003389830508474576,0.04375,23,0.0907905396060145,-3.4613142135641453,20.497857601358128,5.969803330381319e-06,590,480,positive,3.3659529415979776e-05,True
goes,7,30,583,450,0.011864406779661017,0.0625,37,0.18985207973365922,-2.3970522918481776,20.327631805924423,6.525142632128178e-06,590,480,positive,3.640342731608352e-05,True
stop,2,20,588,460,0.003389830508474576,0.041666666666666664,22,0.09542657023851461,-3.38946516867783,19.255957981941293,1.1431308141110482e-05,590,480,positive,6.058593314788556e-05,True
interesting,20,47,570,433,0.03389830508474576,0.09791666666666667,67,0.3279394806033489,-1.6084984967797107,18.48035889590693,1.716643125649991e-05,590,480,positive,8.833212199946555e-05,True
grow,2,19,588,461,0.003389830508474576,0.03958333333333333,21,0.1005380911922968,-3.314185891367556,18.019530720034428,2.186501837854073e-05,590,480,positive,9.990051500540161e-05,True
deep,2,19,588,461,0.003389830508474576,0.03958333333333333,21,0.1005380911922968,-3.314185891367556,18.019530720034428,2.186501837854073e-05,590,480,positive,9.990051500540161e-05,True
starts,2,19,588,461,0.003389830508474576,0.03958333333333333,21,0.1005380911922968,-3.314185891367556,18.019530720034428,2.186501837854073e-05,590,480,positive,9.990051500540161e-05,True
vibe,2,19,588,461,0.003389830508474576,0.03958333333333333,21,0.1005380911922968,-3.314185891367556,18.019530720034428,2.186501837854073e-05,590,480,positive,9.990051500540161e-05,True
etc,6,26,584,454,0.010169491525423728,0.05416666666666667,32,0.19072905402133739,-2.3904034667596563,17.659535718270686,2.6418742545250158e-05,590,480,positive,0.00011668277957485487,True
those,15,39,575,441,0.025423728813559324,0.08125,54,0.30103707288103904,-1.7319869282739921,17.213405544248705,3.340706595990108e-05,590,480,positive,0.00013941531463580766,True
itself,7,27,583,453,0.011864406779661017,0.05625,34,0.2119654124795513,-2.2380992230949666,16.948154390592702,3.8414647546810323e-05,590,480,positive,0.00014198183629775138,True
honestly,2,18,588,462,0.003389830508474576,0.0375,20,0.10620220900594732,-3.2351143203763573,16.789025423728813,4.177420055940904e-05,590,480,positive,0.00014198183629775138,True
expected,2,18,588,462,0.003389830508474576,0.0375,20,0.10620220900594732,-3.2351143203763573,16.789025423728813,4.177420055940904e-05,590,480,positive,0.00014198183629775138,True
enjoyed,20,45,570,435,0.03389830508474576,0.09375,65,0.3439338925754351,-1.5397968032704294,16.61691947693086,4.5741145318817975e-05,590,480,positive,0.00014198183629775138,True
