word,neg_docs_with_word,pos_docs_with_word,neg_docs_without_word,pos_docs_without_word,neg_rate,pos_rate,doc_freq_total,odds_ratio_neg_vs_pos,log2_odds_neg_vs_pos,chi_square_df1,p_value,n_negative_docs,n_positive_docs,favours,p_value_fdr_bh,significant_5pct
highlighted,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
bugging,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
nonstop,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
fortress,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
rolled,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
marker,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
los,8,16,10179,39950,0.0007853146166683027,0.000400340289245859,24,2.0217653721755102,1.0156155808020042,2.515342688846267,0.11274312216330831,10187,39966,negative,0.1716344563471092,False
aware,53,162,10134,39804,0.005202709335427506,0.004053445428614322,215,1.2930944944344718,0.3708277056746682,2.511908623909553,0.11298901252956783,10187,39966,negative,0.17197477347045356,False
foundation,34,179,10153,39787,0.0033375871208402865,0.0044788069859380475,213,0.7531570065236777,-0.40897744788983814,2.5000253396342793,0.11384446624716925,10187,39966,positive,0.17324255767189833,False
alien,15,91,10172,39875,0.0014724649062530675,0.002276935395085823,106,0.6640320590040383,-0.5906751993247525,2.4909799162528863,0.11450041405353745,10187,39966,positive,0.17420009990315918,False
crucial,19,110,10168,39856,0.001865122214587219,0.0027523394885652806,129,0.691694940256675,-0.5317921917299077,2.4907248759840352,0.1145189691451196,10187,39966,positive,0.17420009990315918,False
factions,22,124,10165,39842,0.0021596151958378326,0.003102637241655407,146,0.7083224442702194,-0.497521837896378,2.4871039706927083,0.11478276106265078,10187,39966,positive,0.17456686660723633,False
solutions,20,52,10167,39914,0.0019632865416707567,0.0013011059400490417,72,1.5328902783144238,0.6162544350288073,2.48302633724645,0.11508062950157834,10187,39966,negative,0.1749853032938855,False
endgame,35,101,10152,39865,0.0034357514479238247,0.0025271480758644847,136,1.3733667482226102,0.45771693880524084,2.4781411956333828,0.11543860936812834,10187,39966,negative,0.17549495878066046,False
manageable,6,46,10181,39920,0.000588985962501227,0.0011509783315818446,52,0.5480808276026675,-0.8675394261857221,2.475397829296731,0.11564018010643198,10187,39966,positive,0.17576667975497767,False
through,624,2285,9563,37681,0.06125454010012761,0.057173597557924234,2909,1.0766202334161357,0.10650944395207379,2.4743691067021834,0.11571586633438165,10187,39966,negative,0.17584699371682835,False
yes,187,832,10000,39134,0.018356729164621576,0.020817695040784668,1019,0.8813635894781837,-0.18219079705154514,2.469953542175401,0.11604135441525949,10187,39966,positive,0.1763068110805867,False
women,14,86,10173,39880,0.0013743005791695298,0.002151829054696492,100,0.6571160878980895,-0.605779831432108,2.4662460362503853,0.11631542955592955,10187,39966,positive,0.17668834838997233,False
creativity,52,159,10135,39807,0.005104545008343968,0.003978381624380724,211,1.2927612975838827,0.3704559127478323,2.4574705731019444,0.11696700341390893,10187,39966,negative,0.17764305944689365,False
seeing,101,470,10086,39496,0.009914597035437322,0.011759995996597107,571,0.8447428679225444,-0.24341582997323377,2.4561466897120585,0.11706565065348629,10187,39966,positive,0.17775780490824303,False
inspiration,18,105,10169,39861,0.0017669578875036812,0.0026272331481759495,123,0.6873426697104925,-0.5408985713319924,2.4556878412960965,0.1170998625209132,10187,39966,positive,0.17777468280541792,False
floating,19,49,10168,39917,0.001865122214587219,0.0012260421358154432,68,1.5464498950263812,0.6289600908678582,2.4486565544914938,0.11762550140827124,10187,39966,negative,0.1785374648667844,False
concepts,28,78,10159,39888,0.0027486011583390596,0.0019516589100735625,106,1.4254453567509058,0.5114127358346339,2.444576841472179,0.11793168423026104,10187,39966,negative,0.17896691118302824,False
wise,56,173,10131,39793,0.005497202316678119,0.00432867937747085,229,1.279049518998086,0.3550721199115111,2.4387289539796755,0.11837210651041695,10187,39966,negative,0.179418183202266,False
stepping,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
fade,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
leaderboard,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
weakness,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
disguise,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
nations,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
department,4,35,10183,39931,0.0003926573083341514,0.0008757443827253165,39,0.49705302073154795,-1.0085283423622229,2.4381536217397777,0.118415534710603,10187,39966,positive,0.179418183202266,False
patterns,26,142,10161,39824,0.002552272504171984,0.0035530200670569985,168,0.7288254341507462,-0.4563547884876778,2.4351964984641605,0.11863902749795233,10187,39966,positive,0.17972143173622104,False
older,37,108,10150,39858,0.0036320801020909,0.0027022969524095482,145,1.3571724804367087,0.4406040817427166,2.434387788969942,0.1187002291678736,10187,39966,negative,0.17974339246608756,False
